ods_code,book_online_url,supplier_name
J82125,https://patient.emisaccess.co.uk/account/login,EMIS
K81021,https://patient.emisaccess.co.uk/account/login,EMIS
M83035,https://patient.emisaccess.co.uk/account/login,EMIS
H81026,https://patient.emisaccess.co.uk/account/login,EMIS
K84618,https://patient.emisaccess.co.uk/account/login,EMIS
M83111,https://patient.emisaccess.co.uk/account/login,EMIS
E82069,https://patient.emisaccess.co.uk/account/login,EMIS
G85651,https://patient.emisaccess.co.uk/account/login,EMIS
C84008,https://patient.emisaccess.co.uk/account/login,EMIS
G82215,https://patient.emisaccess.co.uk/account/login,EMIS
K84024,https://patient.emisaccess.co.uk/account/login,EMIS
P88028,https://patient.emisaccess.co.uk/account/login,EMIS
H85057,https://patient.emisaccess.co.uk/account/login,EMIS
M82025,https://patient.emisaccess.co.uk/account/login,EMIS
M91604,https://patient.emisaccess.co.uk/account/login,EMIS
H81070,https://patient.emisaccess.co.uk/account/login,EMIS
G83067,https://patient.emisaccess.co.uk/account/login,EMIS
H85682,https://patient.emisaccess.co.uk/account/login,EMIS
G85030,https://patient.emisaccess.co.uk/account/login,EMIS
L83040,https://patient.emisaccess.co.uk/account/login,EMIS
M84624,https://patient.emisaccess.co.uk/account/login,EMIS
P88019,https://patient.emisaccess.co.uk/account/login,EMIS
P81073,https://patient.emisaccess.co.uk/account/login,EMIS
P81033,https://patient.emisaccess.co.uk/account/login,EMIS
M81010,https://patient.emisaccess.co.uk/account/login,EMIS
C84112,https://patient.emisaccess.co.uk/account/login,EMIS
J82036,https://patient.emisaccess.co.uk/account/login,EMIS
M87007,https://patient.emisaccess.co.uk/account/login,EMIS
M84043,https://patient.emisaccess.co.uk/account/login,EMIS
M83148,https://patient.emisaccess.co.uk/account/login,EMIS
A87002,https://patient.emisaccess.co.uk/account/login,EMIS
L85017,https://patient.emisaccess.co.uk/account/login,EMIS
P81737,https://patient.emisaccess.co.uk/account/login,EMIS
F81044,https://patient.emisaccess.co.uk/account/login,EMIS
L85031,https://patient.emisaccess.co.uk/account/login,EMIS
L81007,https://patient.emisaccess.co.uk/account/login,EMIS
C82121,https://patient.emisaccess.co.uk/account/login,EMIS
L81098,https://patient.emisaccess.co.uk/account/login,EMIS
G82079,https://patient.emisaccess.co.uk/account/login,EMIS
M89021,https://patient.emisaccess.co.uk/account/login,EMIS
F81052,https://patient.emisaccess.co.uk/account/login,EMIS
L81022,https://patient.emisaccess.co.uk/account/login,EMIS
F83006,https://patient.emisaccess.co.uk/account/login,EMIS
G82658,https://patient.emisaccess.co.uk/account/login,EMIS
H84058,https://patient.emisaccess.co.uk/account/login,EMIS
M83004,https://patient.emisaccess.co.uk/account/login,EMIS
A87029,https://patient.emisaccess.co.uk/account/login,EMIS
M84022,https://patient.emisaccess.co.uk/account/login,EMIS
F83011,https://patient.emisaccess.co.uk/account/login,EMIS
P81074,https://patient.emisaccess.co.uk/account/login,EMIS
N81097,https://patient.emisaccess.co.uk/account/login,EMIS
P81182,https://patient.emisaccess.co.uk/account/login,EMIS
L81067,https://patient.emisaccess.co.uk/account/login,EMIS
C81092,https://patient.emisaccess.co.uk/account/login,EMIS
K81012,https://patient.emisaccess.co.uk/account/login,EMIS
F84053,https://patient.emisaccess.co.uk/account/login,EMIS
H84020,https://patient.emisaccess.co.uk/account/login,EMIS
J82106,https://patient.emisaccess.co.uk/account/login,EMIS
L81061,https://patient.emisaccess.co.uk/account/login,EMIS
G85040,https://patient.emisaccess.co.uk/account/login,EMIS
C81025,https://patient.emisaccess.co.uk/account/login,EMIS
F85002,https://patient.emisaccess.co.uk/account/login,EMIS
N83024,https://patient.emisaccess.co.uk/account/login,EMIS
L81032,https://patient.emisaccess.co.uk/account/login,EMIS
L85001,https://patient.emisaccess.co.uk/account/login,EMIS
M87005,https://patient.emisaccess.co.uk/account/login,EMIS
M81084,https://patient.emisaccess.co.uk/account/login,EMIS
K81081,https://patient.emisaccess.co.uk/account/login,EMIS
P88014,https://patient.emisaccess.co.uk/account/login,EMIS
A84002,https://patient.emisaccess.co.uk/account/login,EMIS
D83081,https://patient.emisaccess.co.uk/account/login,EMIS
N81107,https://patient.emisaccess.co.uk/account/login,EMIS
L83087,https://patient.emisaccess.co.uk/account/login,EMIS
E86629,https://patient.emisaccess.co.uk/account/login,EMIS
J82145,https://patient.emisaccess.co.uk/account/login,EMIS
N83635,https://patient.emisaccess.co.uk/account/login,EMIS
G84021,https://patient.emisaccess.co.uk/account/login,EMIS
E84653,https://patient.emisaccess.co.uk/account/login,EMIS
E82076,https://patient.emisaccess.co.uk/account/login,EMIS
P87008,https://patient.emisaccess.co.uk/account/login,EMIS
F83008,https://patient.emisaccess.co.uk/account/login,EMIS
B86035,https://patient.emisaccess.co.uk/account/login,EMIS
P84005,https://patient.emisaccess.co.uk/account/login,EMIS
P85605,https://patient.emisaccess.co.uk/account/login,EMIS
K84079,https://patient.emisaccess.co.uk/account/login,EMIS
J82157,https://patient.emisaccess.co.uk/account/login,EMIS
B85660,https://patient.emisaccess.co.uk/account/login,EMIS
P92001,https://patient.emisaccess.co.uk/account/login,EMIS
Y00151,https://patient.emisaccess.co.uk/account/login,EMIS
P91604,https://patient.emisaccess.co.uk/account/login,EMIS
F86064,https://patient.emisaccess.co.uk/account/login,EMIS
Y04273,https://patient.emisaccess.co.uk/account/login,EMIS
P81147,https://patient.emisaccess.co.uk/account/login,EMIS
G85692,https://patient.emisaccess.co.uk/account/login,EMIS
G82042,https://patient.emisaccess.co.uk/account/login,EMIS
M83024,https://patient.emisaccess.co.uk/account/login,EMIS
N84037,https://patient.emisaccess.co.uk/account/login,EMIS
F84036,https://patient.emisaccess.co.uk/account/login,EMIS
P81780,https://patient.emisaccess.co.uk/account/login,EMIS
H83044,https://patient.emisaccess.co.uk/account/login,EMIS
F84718,https://patient.emisaccess.co.uk/account/login,EMIS
M84069,https://patient.emisaccess.co.uk/account/login,EMIS
P81071,https://patient.emisaccess.co.uk/account/login,EMIS
E82050,https://patient.emisaccess.co.uk/account/login,EMIS
H85066,https://patient.emisaccess.co.uk/account/login,EMIS
P84074,https://patient.emisaccess.co.uk/account/login,EMIS
M83126,https://patient.emisaccess.co.uk/account/login,EMIS
C88643,https://patient.emisaccess.co.uk/account/login,EMIS
F84696,https://patient.emisaccess.co.uk/account/login,EMIS
M85074,https://patient.emisaccess.co.uk/account/login,EMIS
G82200,https://patient.emisaccess.co.uk/account/login,EMIS
K84071,https://patient.emisaccess.co.uk/account/login,EMIS
B86055,https://patient.emisaccess.co.uk/account/login,EMIS
G82187,https://patient.emisaccess.co.uk/account/login,EMIS
H85056,https://patient.emisaccess.co.uk/account/login,EMIS
J81018,https://patient.emisaccess.co.uk/account/login,EMIS
M91659,https://patient.emisaccess.co.uk/account/login,EMIS
Y02422,https://patient.emisaccess.co.uk/account/login,EMIS
D81085,https://patient.emisaccess.co.uk/account/login,EMIS
K82012,https://patient.emisaccess.co.uk/account/login,EMIS
H84005,https://patient.emisaccess.co.uk/account/login,EMIS
J81070,https://patient.emisaccess.co.uk/account/login,EMIS
H81089,https://patient.emisaccess.co.uk/account/login,EMIS
H85025,https://patient.emisaccess.co.uk/account/login,EMIS
G85095,https://patient.emisaccess.co.uk/account/login,EMIS
G82051,https://patient.emisaccess.co.uk/account/login,EMIS
L85033,https://patient.emisaccess.co.uk/account/login,EMIS
G84607,https://patient.emisaccess.co.uk/account/login,EMIS
H85659,https://patient.emisaccess.co.uk/account/login,EMIS
P81722,https://patient.emisaccess.co.uk/account/login,EMIS
H81011,https://patient.emisaccess.co.uk/account/login,EMIS
M85671,https://patient.emisaccess.co.uk/account/login,EMIS
N83012,https://patient.emisaccess.co.uk/account/login,EMIS
H81097,https://patient.emisaccess.co.uk/account/login,EMIS
J81031,https://patient.emisaccess.co.uk/account/login,EMIS
B85062,https://patient.emisaccess.co.uk/account/login,EMIS
M82030,https://patient.emisaccess.co.uk/account/login,EMIS
P81210,https://patient.emisaccess.co.uk/account/login,EMIS
L81066,https://patient.emisaccess.co.uk/account/login,EMIS
L81050,https://patient.emisaccess.co.uk/account/login,EMIS
K84001,https://patient.emisaccess.co.uk/account/login,EMIS
K81103,https://patient.emisaccess.co.uk/account/login,EMIS
H85070,https://patient.emisaccess.co.uk/account/login,EMIS
A88005,https://patient.emisaccess.co.uk/account/login,EMIS
F84012,https://patient.emisaccess.co.uk/account/login,EMIS
P85006,https://patient.emisaccess.co.uk/account/login,EMIS
P81681,https://patient.emisaccess.co.uk/account/login,EMIS
B82061,https://patient.emisaccess.co.uk/account/login,EMIS
E83016,https://patient.emisaccess.co.uk/account/login,EMIS
M81627,https://patient.emisaccess.co.uk/account/login,EMIS
H85674,https://patient.emisaccess.co.uk/account/login,EMIS
E82124,https://patient.emisaccess.co.uk/account/login,EMIS
M82039,https://patient.emisaccess.co.uk/account/login,EMIS
G85706,https://patient.emisaccess.co.uk/account/login,EMIS
A82037,https://patient.emisaccess.co.uk/account/login,EMIS
L81078,https://patient.emisaccess.co.uk/account/login,EMIS
F83652,https://patient.emisaccess.co.uk/account/login,EMIS
C85018,https://patient.emisaccess.co.uk/account/login,EMIS
C87016,https://patient.emisaccess.co.uk/account/login,EMIS
C82102,https://patient.emisaccess.co.uk/account/login,EMIS
F84009,https://patient.emisaccess.co.uk/account/login,EMIS
F86712,https://patient.emisaccess.co.uk/account/login,EMIS
H82010,https://patient.emisaccess.co.uk/account/login,EMIS
H81006,https://patient.emisaccess.co.uk/account/login,EMIS
G81074,https://patient.emisaccess.co.uk/account/login,EMIS
L81059,https://patient.emisaccess.co.uk/account/login,EMIS
M83007,https://patient.emisaccess.co.uk/account/login,EMIS
A84040,https://patient.emisaccess.co.uk/account/login,EMIS
M83036,https://patient.emisaccess.co.uk/account/login,EMIS
P81620,https://patient.emisaccess.co.uk/account/login,EMIS
E83035,https://patient.emisaccess.co.uk/account/login,EMIS
M81066,https://patient.emisaccess.co.uk/account/login,EMIS
M82021,https://patient.emisaccess.co.uk/account/login,EMIS
H82029,https://patient.emisaccess.co.uk/account/login,EMIS
M81043,https://patient.emisaccess.co.uk/account/login,EMIS
A89620,https://patient.emisaccess.co.uk/account/login,EMIS
E82051,https://patient.emisaccess.co.uk/account/login,EMIS
F81115,https://patient.emisaccess.co.uk/account/login,EMIS
K81065,https://patient.emisaccess.co.uk/account/login,EMIS
F86639,https://patient.emisaccess.co.uk/account/login,EMIS
C81027,https://patient.emisaccess.co.uk/account/login,EMIS
F83673,https://patient.emisaccess.co.uk/account/login,EMIS
B82041,https://patient.emisaccess.co.uk/account/login,EMIS
Y02946,https://patient.emisaccess.co.uk/account/login,EMIS
C81086,https://patient.emisaccess.co.uk/account/login,EMIS
K83065,https://patient.emisaccess.co.uk/account/login,EMIS
H81128,https://patient.emisaccess.co.uk/account/login,EMIS
G84023,https://patient.emisaccess.co.uk/account/login,EMIS
J82083,https://patient.emisaccess.co.uk/account/login,EMIS
E86020,https://patient.emisaccess.co.uk/account/login,EMIS
N82058,https://patient.emisaccess.co.uk/account/login,EMIS
P91035,https://patient.emisaccess.co.uk/account/login,EMIS
P81707,https://patient.emisaccess.co.uk/account/login,EMIS
M84023,https://patient.emisaccess.co.uk/account/login,EMIS
P81081,https://patient.emisaccess.co.uk/account/login,EMIS
P84035,https://patient.emisaccess.co.uk/account/login,EMIS
J83644,https://patient.emisaccess.co.uk/account/login,EMIS
H83048,https://patient.emisaccess.co.uk/account/login,EMIS
F81021,https://patient.emisaccess.co.uk/account/login,EMIS
N82641,https://patient.emisaccess.co.uk/account/login,EMIS
K84007,https://patient.emisaccess.co.uk/account/login,EMIS
Y03063,https://patient.emisaccess.co.uk/account/login,EMIS
E84015,https://patient.emisaccess.co.uk/account/login,EMIS
B85037,https://patient.emisaccess.co.uk/account/login,EMIS
C81039,https://patient.emisaccess.co.uk/account/login,EMIS
M92039,https://patient.emisaccess.co.uk/account/login,EMIS
H81618,https://patient.emisaccess.co.uk/account/login,EMIS
M84032,https://patient.emisaccess.co.uk/account/login,EMIS
M83028,https://patient.emisaccess.co.uk/account/login,EMIS
C85026,https://patient.emisaccess.co.uk/account/login,EMIS
F82030,https://patient.emisaccess.co.uk/account/login,EMIS
K84017,https://patient.emisaccess.co.uk/account/login,EMIS
N84041,https://patient.emisaccess.co.uk/account/login,EMIS
Y03023,https://patient.emisaccess.co.uk/account/login,EMIS
P81031,https://patient.emisaccess.co.uk/account/login,EMIS
P91013,https://patient.emisaccess.co.uk/account/login,EMIS
K84050,https://patient.emisaccess.co.uk/account/login,EMIS
E83044,https://patient.emisaccess.co.uk/account/login,EMIS
D81619,https://patient.emisaccess.co.uk/account/login,EMIS
L85023,https://patient.emisaccess.co.uk/account/login,EMIS
P86022,https://patient.emisaccess.co.uk/account/login,EMIS
C82012,https://patient.emisaccess.co.uk/account/login,EMIS
P81045,https://patient.emisaccess.co.uk/account/login,EMIS
N85018,https://patient.emisaccess.co.uk/account/login,EMIS
F83027,https://patient.emisaccess.co.uk/account/login,EMIS
H85021,https://patient.emisaccess.co.uk/account/login,EMIS
F85025,https://patient.emisaccess.co.uk/account/login,EMIS
N82003,https://patient.emisaccess.co.uk/account/login,EMIS
G81052,https://patient.emisaccess.co.uk/account/login,EMIS
E84681,https://patient.emisaccess.co.uk/account/login,EMIS
K84026,https://patient.emisaccess.co.uk/account/login,EMIS
A86041,https://patient.emisaccess.co.uk/account/login,EMIS
P84024,https://patient.emisaccess.co.uk/account/login,EMIS
N81121,https://patient.emisaccess.co.uk/account/login,EMIS
L82044,https://patient.emisaccess.co.uk/account/login,EMIS
G82810,https://patient.emisaccess.co.uk/account/login,EMIS
B81062,https://patient.emisaccess.co.uk/account/login,EMIS
L85611,https://patient.emisaccess.co.uk/account/login,EMIS
E86605,https://patient.emisaccess.co.uk/account/login,EMIS
F84640,https://patient.emisaccess.co.uk/account/login,EMIS
H85634,https://patient.emisaccess.co.uk/account/login,EMIS
N84038,https://patient.emisaccess.co.uk/account/login,EMIS
A85611,https://patient.emisaccess.co.uk/account/login,EMIS
K82038,https://patient.emisaccess.co.uk/account/login,EMIS
G83001,https://patient.emisaccess.co.uk/account/login,EMIS
B81043,https://patient.emisaccess.co.uk/account/login,EMIS
K81002,https://patient.emisaccess.co.uk/account/login,EMIS
N85048,https://patient.emisaccess.co.uk/account/login,EMIS
F84115,https://patient.emisaccess.co.uk/account/login,EMIS
G81007,https://patient.emisaccess.co.uk/account/login,EMIS
J82104,https://patient.emisaccess.co.uk/account/login,EMIS
J81022,https://patient.emisaccess.co.uk/account/login,EMIS
D81062,https://patient.emisaccess.co.uk/account/login,EMIS
P89033,https://patient.emisaccess.co.uk/account/login,EMIS
C82656,https://patient.emisaccess.co.uk/account/login,EMIS
F84033,https://patient.emisaccess.co.uk/account/login,EMIS
G81646,https://patient.emisaccess.co.uk/account/login,EMIS
G85100,https://patient.emisaccess.co.uk/account/login,EMIS
N85013,https://patient.emisaccess.co.uk/account/login,EMIS
M82038,https://patient.emisaccess.co.uk/account/login,EMIS
H83015,https://patient.emisaccess.co.uk/account/login,EMIS
H81088,https://patient.emisaccess.co.uk/account/login,EMIS
K84004,https://patient.emisaccess.co.uk/account/login,EMIS
L81047,https://patient.emisaccess.co.uk/account/login,EMIS
C86014,https://patient.emisaccess.co.uk/account/login,EMIS
K82011,https://patient.emisaccess.co.uk/account/login,EMIS
G84005,https://patient.emisaccess.co.uk/account/login,EMIS
C81038,https://patient.emisaccess.co.uk/account/login,EMIS
G85711,https://patient.emisaccess.co.uk/account/login,EMIS
H81067,https://patient.emisaccess.co.uk/account/login,EMIS
A81053,https://patient.emisaccess.co.uk/account/login,EMIS
F86641,https://patient.emisaccess.co.uk/account/login,EMIS
N82053,https://patient.emisaccess.co.uk/account/login,EMIS
L84067,https://patient.emisaccess.co.uk/account/login,EMIS
E86612,https://patient.emisaccess.co.uk/account/login,EMIS
P89005,https://patient.emisaccess.co.uk/account/login,EMIS
F82019,https://patient.emisaccess.co.uk/account/login,EMIS
P81025,https://patient.emisaccess.co.uk/account/login,EMIS
M85018,https://patient.emisaccess.co.uk/account/login,EMIS
L84075,https://patient.emisaccess.co.uk/account/login,EMIS
H81024,https://patient.emisaccess.co.uk/account/login,EMIS
A82014,https://patient.emisaccess.co.uk/account/login,EMIS
G81634,https://patient.emisaccess.co.uk/account/login,EMIS
C81029,https://patient.emisaccess.co.uk/account/login,EMIS
K84076,https://patient.emisaccess.co.uk/account/login,EMIS
B82062,https://patient.emisaccess.co.uk/account/login,EMIS
A87006,https://patient.emisaccess.co.uk/account/login,EMIS
P81201,https://patient.emisaccess.co.uk/account/login,EMIS
G84001,https://patient.emisaccess.co.uk/account/login,EMIS
E84024,https://patient.emisaccess.co.uk/account/login,EMIS
G84008,https://patient.emisaccess.co.uk/account/login,EMIS
B86068,https://patient.emisaccess.co.uk/account/login,EMIS
J82114,https://patient.emisaccess.co.uk/account/login,EMIS
M84608,https://patient.emisaccess.co.uk/account/login,EMIS
K81001,https://patient.emisaccess.co.uk/account/login,EMIS
N83043,https://patient.emisaccess.co.uk/account/login,EMIS
M85037,https://patient.emisaccess.co.uk/account/login,EMIS
J83033,https://patient.emisaccess.co.uk/account/login,EMIS
N81042,https://patient.emisaccess.co.uk/account/login,EMIS
Y00352,https://patient.emisaccess.co.uk/account/login,EMIS
B86069,https://patient.emisaccess.co.uk/account/login,EMIS
F81079,https://patient.emisaccess.co.uk/account/login,EMIS
J82094,https://patient.emisaccess.co.uk/account/login,EMIS
C88028,https://patient.emisaccess.co.uk/account/login,EMIS
A85019,https://patient.emisaccess.co.uk/account/login,EMIS
A82029,https://patient.emisaccess.co.uk/account/login,EMIS
A89031,https://patient.emisaccess.co.uk/account/login,EMIS
F83057,https://patient.emisaccess.co.uk/account/login,EMIS
E82046,https://patient.emisaccess.co.uk/account/login,EMIS
A86021,https://patient.emisaccess.co.uk/account/login,EMIS
J82019,https://patient.emisaccess.co.uk/account/login,EMIS
N81624,https://patient.emisaccess.co.uk/account/login,EMIS
L85050,https://patient.emisaccess.co.uk/account/login,EMIS
F84062,https://patient.emisaccess.co.uk/account/login,EMIS
P91629,https://patient.emisaccess.co.uk/account/login,EMIS
M81089,https://patient.emisaccess.co.uk/account/login,EMIS
D81045,https://patient.emisaccess.co.uk/account/login,EMIS
K81023,https://patient.emisaccess.co.uk/account/login,EMIS
F86692,https://patient.emisaccess.co.uk/account/login,EMIS
E86028,https://patient.emisaccess.co.uk/account/login,EMIS
M85756,https://patient.emisaccess.co.uk/account/login,EMIS
E82045,https://patient.emisaccess.co.uk/account/login,EMIS
P86012,https://patient.emisaccess.co.uk/account/login,EMIS
M81047,https://patient.emisaccess.co.uk/account/login,EMIS
D81612,https://patient.emisaccess.co.uk/account/login,EMIS
G82165,https://patient.emisaccess.co.uk/account/login,EMIS
L85609,https://patient.emisaccess.co.uk/account/login,EMIS
M81079,https://patient.emisaccess.co.uk/account/login,EMIS
E84049,https://patient.emisaccess.co.uk/account/login,EMIS
P85004,https://patient.emisaccess.co.uk/account/login,EMIS
F85063,https://patient.emisaccess.co.uk/account/login,EMIS
Y02812,https://patient.emisaccess.co.uk/account/login,EMIS
J82116,https://patient.emisaccess.co.uk/account/login,EMIS
G82075,https://patient.emisaccess.co.uk/account/login,EMIS
P82006,https://patient.emisaccess.co.uk/account/login,EMIS
P84652,https://patient.emisaccess.co.uk/account/login,EMIS
E86027,https://patient.emisaccess.co.uk/account/login,EMIS
H85115,https://patient.emisaccess.co.uk/account/login,EMIS
G82760,https://patient.emisaccess.co.uk/account/login,EMIS
P82021,https://patient.emisaccess.co.uk/account/login,EMIS
J82141,https://patient.emisaccess.co.uk/account/login,EMIS
M91019,https://patient.emisaccess.co.uk/account/login,EMIS
E83026,https://patient.emisaccess.co.uk/account/login,EMIS
F86616,https://patient.emisaccess.co.uk/account/login,EMIS
M85076,https://patient.emisaccess.co.uk/account/login,EMIS
A87008,https://patient.emisaccess.co.uk/account/login,EMIS
M83012,https://patient.emisaccess.co.uk/account/login,EMIS
H85069,https://patient.emisaccess.co.uk/account/login,EMIS
B81089,https://patient.emisaccess.co.uk/account/login,EMIS
C88014,https://patient.emisaccess.co.uk/account/login,EMIS
N84611,https://patient.emisaccess.co.uk/account/login,EMIS
J81048,https://patient.emisaccess.co.uk/account/login,EMIS
D82621,https://patient.emisaccess.co.uk/account/login,EMIS
P81032,https://patient.emisaccess.co.uk/account/login,EMIS
L84065,https://patient.emisaccess.co.uk/account/login,EMIS
A86016,https://patient.emisaccess.co.uk/account/login,EMIS
C82649,https://patient.emisaccess.co.uk/account/login,EMIS
N85032,https://patient.emisaccess.co.uk/account/login,EMIS
C88030,https://patient.emisaccess.co.uk/account/login,EMIS
N81001,https://patient.emisaccess.co.uk/account/login,EMIS
M81065,https://patient.emisaccess.co.uk/account/login,EMIS
K81050,https://patient.emisaccess.co.uk/account/login,EMIS
F84054,https://patient.emisaccess.co.uk/account/login,EMIS
M81068,https://patient.emisaccess.co.uk/account/login,EMIS
C82095,https://patient.emisaccess.co.uk/account/login,EMIS
G84609,https://patient.emisaccess.co.uk/account/login,EMIS
F81138,https://patient.emisaccess.co.uk/account/login,EMIS
M81080,https://patient.emisaccess.co.uk/account/login,EMIS
A89040,https://patient.emisaccess.co.uk/account/login,EMIS
E84076,https://patient.emisaccess.co.uk/account/login,EMIS
F85034,https://patient.emisaccess.co.uk/account/login,EMIS
P81058,https://patient.emisaccess.co.uk/account/login,EMIS
F81034,https://patient.emisaccess.co.uk/account/login,EMIS
B82010,https://patient.emisaccess.co.uk/account/login,EMIS
M81608,https://patient.emisaccess.co.uk/account/login,EMIS
C87018,https://patient.emisaccess.co.uk/account/login,EMIS
E86036,https://patient.emisaccess.co.uk/account/login,EMIS
M81046,https://patient.emisaccess.co.uk/account/login,EMIS
B86010,https://patient.emisaccess.co.uk/account/login,EMIS
B82079,https://patient.emisaccess.co.uk/account/login,EMIS
M83070,https://patient.emisaccess.co.uk/account/login,EMIS
L83085,https://patient.emisaccess.co.uk/account/login,EMIS
M81034,https://patient.emisaccess.co.uk/account/login,EMIS
M83134,https://patient.emisaccess.co.uk/account/login,EMIS
N83060,https://patient.emisaccess.co.uk/account/login,EMIS
L84606,https://patient.emisaccess.co.uk/account/login,EMIS
F84069,https://patient.emisaccess.co.uk/account/login,EMIS
L84038,https://patient.emisaccess.co.uk/account/login,EMIS
M87016,https://patient.emisaccess.co.uk/account/login,EMIS
P89018,https://patient.emisaccess.co.uk/account/login,EMIS
G81056,https://patient.emisaccess.co.uk/account/login,EMIS
F81132,https://patient.emisaccess.co.uk/account/login,EMIS
M83668,https://patient.emisaccess.co.uk/account/login,EMIS
D83047,https://patient.emisaccess.co.uk/account/login,EMIS
D81054,https://patient.emisaccess.co.uk/account/login,EMIS
M85048,https://patient.emisaccess.co.uk/account/login,EMIS
N85028,https://patient.emisaccess.co.uk/account/login,EMIS
H82053,https://patient.emisaccess.co.uk/account/login,EMIS
K81069,https://patient.emisaccess.co.uk/account/login,EMIS
P81112,https://patient.emisaccess.co.uk/account/login,EMIS
E84617,https://patient.emisaccess.co.uk/account/login,EMIS
G81694,https://patient.emisaccess.co.uk/account/login,EMIS
F86650,https://patient.emisaccess.co.uk/account/login,EMIS
M83038,https://patient.emisaccess.co.uk/account/login,EMIS
H81053,https://patient.emisaccess.co.uk/account/login,EMIS
G82768,https://patient.emisaccess.co.uk/account/login,EMIS
F85007,https://patient.emisaccess.co.uk/account/login,EMIS
N81079,https://patient.emisaccess.co.uk/account/login,EMIS
G85715,https://patient.emisaccess.co.uk/account/login,EMIS
H84033,https://patient.emisaccess.co.uk/account/login,EMIS
A82026,https://patient.emisaccess.co.uk/account/login,EMIS
G82095,https://patient.emisaccess.co.uk/account/login,EMIS
N81055,https://patient.emisaccess.co.uk/account/login,EMIS
L81102,https://patient.emisaccess.co.uk/account/login,EMIS
H84632,https://patient.emisaccess.co.uk/account/login,EMIS
K81010,https://patient.emisaccess.co.uk/account/login,EMIS
A82017,https://patient.emisaccess.co.uk/account/login,EMIS
B81109,https://patient.emisaccess.co.uk/account/login,EMIS
P81013,https://patient.emisaccess.co.uk/account/login,EMIS
F84711,https://patient.emisaccess.co.uk/account/login,EMIS
M84615,https://patient.emisaccess.co.uk/account/login,EMIS
G82666,https://patient.emisaccess.co.uk/account/login,EMIS
A84037,https://patient.emisaccess.co.uk/account/login,EMIS
L81093,https://patient.emisaccess.co.uk/account/login,EMIS
J82146,https://patient.emisaccess.co.uk/account/login,EMIS
K81036,https://patient.emisaccess.co.uk/account/login,EMIS
L85062,https://patient.emisaccess.co.uk/account/login,EMIS
A82016,https://patient.emisaccess.co.uk/account/login,EMIS
C84092,https://patient.emisaccess.co.uk/account/login,EMIS
K81042,https://patient.emisaccess.co.uk/account/login,EMIS
C82120,https://patient.emisaccess.co.uk/account/login,EMIS
D81030,https://patient.emisaccess.co.uk/account/login,EMIS
A85617,https://patient.emisaccess.co.uk/account/login,EMIS
M84049,https://patient.emisaccess.co.uk/account/login,EMIS
C81036,https://patient.emisaccess.co.uk/account/login,EMIS
E86012,https://patient.emisaccess.co.uk/account/login,EMIS
B81119,https://patient.emisaccess.co.uk/account/login,EMIS
N85620,https://patient.emisaccess.co.uk/account/login,EMIS
L81080,https://patient.emisaccess.co.uk/account/login,EMIS
B86064,https://patient.emisaccess.co.uk/account/login,EMIS
M87006,https://patient.emisaccess.co.uk/account/login,EMIS
B85636,https://patient.emisaccess.co.uk/account/login,EMIS
C84107,https://patient.emisaccess.co.uk/account/login,EMIS
F82666,https://patient.emisaccess.co.uk/account/login,EMIS
F83021,https://patient.emisaccess.co.uk/account/login,EMIS
G82180,https://patient.emisaccess.co.uk/account/login,EMIS
P92017,https://patient.emisaccess.co.uk/account/login,EMIS
J81061,https://patient.emisaccess.co.uk/account/login,EMIS
G82137,https://patient.emisaccess.co.uk/account/login,EMIS
A82007,https://patient.emisaccess.co.uk/account/login,EMIS
Y00403,https://patient.emisaccess.co.uk/account/login,EMIS
D82035,https://patient.emisaccess.co.uk/account/login,EMIS
G82141,https://patient.emisaccess.co.uk/account/login,EMIS
K82047,https://patient.emisaccess.co.uk/account/login,EMIS
A85026,https://patient.emisaccess.co.uk/account/login,EMIS
G85051,https://patient.emisaccess.co.uk/account/login,EMIS
C84090,https://patient.emisaccess.co.uk/account/login,EMIS
C81074,https://patient.emisaccess.co.uk/account/login,EMIS
L81125,https://patient.emisaccess.co.uk/account/login,EMIS
B81024,https://patient.emisaccess.co.uk/account/login,EMIS
Y02713,https://patient.emisaccess.co.uk/account/login,EMIS
Y00542,https://patient.emisaccess.co.uk/account/login,EMIS
L81095,https://patient.emisaccess.co.uk/account/login,EMIS
D83014,https://patient.emisaccess.co.uk/account/login,EMIS
G82026,https://patient.emisaccess.co.uk/account/login,EMIS
P81047,https://patient.emisaccess.co.uk/account/login,EMIS
M83037,https://patient.emisaccess.co.uk/account/login,EMIS
M82016,https://patient.emisaccess.co.uk/account/login,EMIS
K84055,https://patient.emisaccess.co.uk/account/login,EMIS
Y02627,https://patient.emisaccess.co.uk/account/login,EMIS
B81077,https://patient.emisaccess.co.uk/account/login,EMIS
M83693,https://patient.emisaccess.co.uk/account/login,EMIS
M92004,https://patient.emisaccess.co.uk/account/login,EMIS
G85130,https://patient.emisaccess.co.uk/account/login,EMIS
D82042,https://patient.emisaccess.co.uk/account/login,EMIS
A89028,https://patient.emisaccess.co.uk/account/login,EMIS
L81020,https://patient.emisaccess.co.uk/account/login,EMIS
M83640,https://patient.emisaccess.co.uk/account/login,EMIS
Y00316,https://patient.emisaccess.co.uk/account/login,EMIS
K81014,https://patient.emisaccess.co.uk/account/login,EMIS
E83649,https://patient.emisaccess.co.uk/account/login,EMIS
